CLASS_ID,CLASS_ID_ASSGNMNT,CLASS_ID1,CLASS_ID2
3N3LKRP372RTHW4P88VFSJHFC4,3N3LKRP372RTHW4P88VFSJHFC4,3N3LKRP372RTHW4P88VFSJHFC4,VMGK6DE35QPL6P8L66CGDF6KV4
