ASSOC_TYPE_ASSETID1,ASSOC_TYPE_ASSETID2,ASSOC_TYPE_ASSETID3,ASSOC_TYPE_ASSETID4,ASSOC_TYPE_ASSETID5,ASSOC_TYPE_ASSETID6,ASSOC_TYPE_ASSETID7,ASSOC_TYPE_ASSETID8,ASSOC_TYPE_ASSETID9,ASSOC_TYPE_ASSETID10
OBTPYPH6ZJQDFZX6PLH81VWK68,NVD8QKXQE3S854QO224JH9NZFO,548GS23EMW74J98VQ475MY8GXO,QL2G31EZ8ZJGNVH7BGH42TTC71,XVBPS7PCC9KSS3G1ODZ4QPDTNE,XVBPS7PCC9KSS3G1ODZ4QPDTNE,MNGSHHKF7E1YGXE7ZJHEWN2444,MNGSHHKF7E1YGXE7ZJHEWN2444,MNGSHHKF7E1YGXE7ZJHEWN2444,YP77Q58KVCZB8867YPN3WE9Q9O
