ASSOC_TYPE_ASSETID1,ASSOC_TYPE_ASSETID2,ASSOC_TYPE_ASSETID3,ASSOC_TYPE_ASSETID4,ASSOC_TYPE_ASSETID5,ASSOC_TYPE_ASSETID6,ASSOC_TYPE_ASSETID7,ASSOC_TYPE_ASSETID8,ASSOC_TYPE_ASSETID9,ASSOC_TYPE_ASSETID10,ASSOC_TYPE_ASSETID11,ASSOC_TYPE_ASSETID12,ASSOC_TYPE_ASSETID13
OBTPYPH6ZJQDFZX6PLH81VWK68,LD46LWFEJBV3XB7E46VTYP2J7E,548GS23EMW74J98VQ475MY8GXO,QL2G31EZ8ZJGNVH7BGH42TTC71,RXMWKBDKRMFXEZWLYBE79BQV7Y,XXQ1NVMDC1ZSSP41YHX219LW51,XXQ1NVMDC1ZSSP41YHX219LW51,XXQ1NVMDC1ZSSP41YHX219LW51,XXQ1NVMDC1ZSSP41YHX219LW51,XXQ1NVMDC1ZSSP41YHX219LW51,YP77Q58KVCZB8867YPN3WE9Q9O,YP77Q58KVCZB8867YPN3WE9Q9O,2DMY88Z1CLNVMLOESPD9JT8WME

