COURSE_ID,courseId_0,courseId_1,courseId_2,courseId_3,courseId_4,courseId_5,courseId_6,courseId_7,courseId_8,courseId_9,OCR_COURSEID_1,INVALID_COURSEID_0,RW_COURSEID_0,EM4_COURSE_ID,MUSIC_COURSE_ID,OCR_STDCOURSE
ZCN2VELSKGXON6Q8Y7KXEKXJT8,DFO33E7LHETPNZ43MYVM85732M,9G4H8MKWF65WRE1MH7XT867WEO,11COYJZ62VE8YOZ9ZWOVJQ5BB4,S22MZMMP5JQV3G29LFGLKMER7E,2ZC2DSFBYNTZPCBPBG938JY7C1,E57Y2GV4MC5E9LKL1LYHT46BBQ,LBZKK6DQFV58MCPX8XGRSR7L9E,8OX5H2FP1N4KCJNE8CBSNJMQ71,NY3RBSTKG71OS6TSF2YRRD4OCM,ER9HTHFFFS7V4NYSNSCMODETNE,Z3NTZ5VV7L4L47LEV9D7NVFW2Q,S2LG1RXQ1Y5GNG74Q3MEWKXRTO,6F3L2TGHROC1WEZXTLQWS7MY6E,ZCN2VELSKGXON6Q8Y7KXEKXJT8,4WB274K4NXBW25K3ZHO6LZYJHE,Z3NTZ5VV7L4L47LEV9D7NVFW2Q
