RESLIB_ID1,RESLIB_ID2,RESLIB_ID3,RESLIB_ID4,RESLIB_ID5,TEACHER_RESOURCE
6CKOFDB2585RDX1GNTDP2M2OT8,1KGZFSJP9C9W3WRN7G2BPK3LNM,9XX2G78YXKWVDHSTJSV11XRS8E,D9K95JDNW9MEZDVVONLV2WBSBO,OZ3KYLTHGBYYSZPD3EBMSR5TVE,9X9JLOOV14NGS88RVD896E1CS8
