COURSE_ID,EM4_COURSE_ID1,EM4_COURSE_ID2,
ZCN2VELSKGXON6Q8Y7KXEKXJT8,ZCN2VELSKGXON6Q8Y7KXEKXJT8,WKFLPQPK563VPDFY6V1FMBXSYE
