COURSE_ID,TOC_SYLLABUS_ID,LESSON_ID,ACTIVITY_ID
ZCN2VELSKGXON6Q8Y7KXEKXJT8,9X9JLOOV14NGS88RVD896E1CS8,WTTK1CDP1YOMC619KQQ4J9R1XY,PTJFPQDJQ6JSDEWJTC2OHDQQNO
