CLASS_ID,CLASS_ID_ASSGNMNT,CLASS_ID1,CLASS_ID2
FZFRW9NKDXFK69Q6FBZDLRDOP4,WG6TZFL4VCSOV6363G8XDS4H6M,WG6TZFL4VCSOV6363G8XDS4H6M,HEV8QK16HH73V5N24388Q5CWBY
