ASSET_ID,ASSET_ID1,ASSET_ID2,ASSET_ID3,ASSET_ID4,ASSET_ID5,ASSET_ID6,ASSET_ID7,ASSET_ID8,ASSET_ID9,ASSET_ID_SKETCHPAD,ASSET_ID_LEARNSMART,ASSET_ID_EM4_LRNOBJCT,EM4_TEACHER_ASSET,EM4_LESSON_SECTION
15O5LYNF4CPTLTY7VZ2TGK7LRE,5W6SYK2WOSZ3K8S4L5QVKCOOBQ,6R7G1KPNGV8QB38BZR45SL8FQY,NVTZGTCXPB4NPRHZWHE1252HS1,X667EN9XBYHNJ7CKE962B5FEW8,1GTT3PFZYVWY4PBP8T8PVPNOZ8,84WDRXWHYJOYPOJVHT2LN4LG1,FBRN5FPOL6KNRKRY7LCXNQCHEQ,GPN6XQDSD1D9E57XSW1PH5WXQQ,KECKBM6Z45M197P9RXEZNEW5R8,V2BKCLGM6MSRDLRFVCEB2SB4TM,38PFPF1YBO1ZYJL5Z245WGOZ61,PTJFPQDJQ6JSDEWJTC2OHDQQNO,QFB5CH8B48BQ73B42RMKJBZJ5M,Y6OGVO35E9Y2FEFNTJ7KKYZGJM
