CONCEPT_ID,CONCEPT_GUID,CONCEPT_ROOT_TITLE,CONCEPT_TREE_ID,CONCEPT_TREE_GUID,CONCEPT_TREE_DEPTH_ID,CONCEPT_TREE_REVERSE_ID,CONCEPT_CHILDREN_ID,CONCEPT_CHILDREN_GUID,CONCEPT_CHILDREN_TITLE,
BZQHCFOBL8MHERXXFWVCRY2HMM,_0e72fd48-9910-4ec4-92f3-41b6360a085b,Skills &  Stratagies V2,BZQHCFOBL8MHERXXFWVCRY2HMM,DEF_68a8c7a7-47cd-445d-b0bd-3fef6071d8f6,,,BZQHCFOBL8MHERXXFWVCRY2HMM,DEF_68a8c7a7-47cd-445d-b0bd-3fef6071d8f6,causes,
