ASSOC_TYPE1,ASSOC_TYPE2,ASSOC_TYPE3,ASSOC_TYPE4,ASSOC_TYPE5,ASSOC_TYPE6,ASSOC_TYPE7,ASSOC_TYPE8,ASSOC_TYPE9,ASSOC_TYPE10,ASSOC_TYPE11,ASSOC_TYPE12,ASSOC_TYPE13
FEATURED,LOOKBACK,MOBILE,NORMAL,OPTOUT,PERSISTENT_LINK1,PERSISTENT_LINK2,PERSISTENT_LINK3,TEMPLATE_MEDIA1,TEMPLATE_MEDIA2,TEMPLATE_MEDIA3,TEMPLATE_MEDIA4,VOCAB
