OCR_COURSE_ID,TOC_SYLLABUS_ID,UNIT_ID,WEEK_LESSON_ID,DAY_LESSON_ID,TOPIC_LESSON_ID,LESSON_BLADE_ID,LESSON_SECTION_ID,SYSTEM_RESOURCES_ID,TEACHER_RESOURCE_ID,STUDENT_RESOURCE_ID,
9G4H8MKWF65WRE1MH7XT867WEO,VMMVO8HWVFB6E5B4SKRO5Y45D1,C34DGGXDFHZ123S1P913CL7Z11,QESM4EC2ZL9O7QYBHSG6Z3RX34,BWSGSBZ6PH244C4M6XR2DOR4XY,MLNMWKK2SEKS8M38V41G3K7DSM,63WQMJ6XNQMPRTQKVF69JXC6M4,M9SJQZ333J4B37CXVQKEL4LX34,M596QYJXOTWWL371QTO1QQLYMO,F5252ODWQ7QE6FO3TOV7WO6W1E,6CKOFDB2585RDX1GNTDP2M2OT8,S53N6HK89YKWZ15J18D7EHEXZ8
