ASSET_TYPE_ASSETID1,ASSET_TYPE_ASSETID2,ASSET_TYPE_ASSETID3,ASSET_TYPE_ASSETID4,ASSET_TYPE_ASSETID5,ASSET_TYPE_ASSETID6,ASSET_TYPE_ASSETID7,ASSET_TYPE_ASSETID8,ASSET_TYPE_ASSETID9,ASSET_TYPE_ASSETID10,ASSET_TYPE_ASSETID11,ASSET_TYPE_ASSETID12,ASSET_TYPE_ASSETID13,ASSET_TYPE_ASSETID14,ASSET_TYPE_ASSETID15
SRGHSBN1C3YZL32QQSWH218D24,VR4T37XNGZ8O8D988PTZWQ797Y,RYM9P3V8BF3JNCJBH8OR31QGXE,MSH2ZNXVPMS8VNLJ6N28X1MVLM,HH6TZVZJKPJJRYTHO8DFHFRC8Y,2BMFL2KFCDTLWQWDG2E56KZRRQ,DS2KE12QZSDX3Q5YC86KQXVKT4,C3QRX3DOQ7LTEWPTK7NTEZ9MRE,E38LO9894S4GMYL42YC5NQNTPO,VR4T37XNGZ8O8D988PTZWQ797Y,M4JHQ6XC91EXR2ON3R9LM1W588,M4JHQ6XC91EXR2ON3R9LM1W588,8FSEHQ7XJ7Y2HVH4VBNZ16TS4Q,K35VXSMY4YQSGHW3LX5B5JO59Y,K35VXSMY4YQSGHW3LX5B5JO59Y
