OCR_COURSE_ID,TOC_SYLLABUS_ID,UNIT_ID,WEEK_LESSON_ID,DAY_LESSON_ID,TOPIC_LESSON_ID,LESSON_BLADE_ID,LESSON_SECTION_ID,SYSTEM_RESOURCES_ID,TEACHER_RESOURCE_ID,STUDENT_RESOURCE_ID
TK34S4QVKROJ8BQT6HRMB63741,H6KLN2R4B88X4R8N1JGQVF1RXM,TF95WH43PP1TEDYBYDG92Q3VJQ,YEST1HH6X33BXS8O2QTOFCT84Y,CFTV122BWQ7FBEEFGD5P3DVBK4,CMF41XJQ6R6GY5CXLM6RRQK3BM,SLK5DDFPJ47JEFMQ18NDCSJLFQ,DZMMFTKFGHWQCJOH1EECZSPEK4,PT3E8MHTVCMSEGMFK7YODZHGOM,KNX37CW6YLG5346S8R8553LP2Q,YBE48RP81VZWBSVRGYM1VOEQ6Y
