ASSET_TYPE1,ASSET_TYPE2,ASSET_TYPE3,ASSET_TYPE4,ASSET_TYPE5,ASSET_TYPE6,ASSET_TYPE7,ASSET_TYPE8,ASSET_TYPE9,ASSET_TYPE10,ASSET_TYPE11,ASSET_TYPE12,ASSET_TYPE13,ASSET_TYPE14,ASSET_TYPE15
COMPOSIT,COMPOUND,ITERATN,VOCAB,TUPLE,INSTRGRP,ILINK,ETOOL,EVLPOINT,LINK,LSNSECTN,LSNBLADE,EBOOK,IWB_RESC,LRNOBJCT
