IATLAS_ASSET_ID,IATLAS_COURSE_ID,ASSET_ID_LEARNSMART,ASSET_ID_NONLS,IATLAS_INVALID_ASSET_ID
38PFPF1YBO1ZYJL5Z245WGOZ61,LB6EVPLVFSCCMC7BO2P6RPTQOO,J7NOWGBBFC5WO46BTZELB8R9ZE,15O5LYNF4CPTLTY7VZ2TGK7LRE,GRD6L7OBDM1DRLSWWENMYKGVMM
