STANDARD_ID,STANDARD_ID1,STANDARD_ID2,STANDARD_ID3,STANDARD_ID4,STANDARD_ID5,STANDARD_ID6,DOCUMENT_ID,GROUP_ID,DOMAIN_ID,CLUSTER_ID,DOMAIN1_ID,CLUSTER1_ID
Y3B23HMXDNN4977FC96MBQQK71,Z56GKXG6K6OMP1KF8SQ9CGLFNY,Q3Q3NJVSQY1E5PSPV23QWGRBCM,CBE68CQGTCOSJV2TPG4X2EVVY4,WZDG4LE1WSKDZT213MRD1BTZR8,KP658H7882WMLVQ4H3MYGETK48,8H3STYQHBBHYLHNQ7GC35VZ7JO,LHL4MVFD4ZE674EB3CRZXRFR5O,QC8GYXSVBDVPVJ5ST6FG8ZJH24,MSWD5DW6HHTF34HGPSEGMTPR3O,97B8PE2YGW2LXQT9XRQYBWTO5E,SPCTDNTXY92OZ8XMZVTVSX34FE,NL88Y22PONHEP9KN3T6N96LCG4
