courseId_0,courseId_1,courseId_2,courseId_3,courseId_4,courseId_5,courseId_6,courseId_7,OCR_COURSEID_1
NVTZGTCXPB4NPRHZWHE1252HS1,9G4H8MKWF65WRE1MH7XT867WEO,11COYJZ62VE8YOZ9ZWOVJQ5BB4,S22MZMMP5JQV3G29LFGLKMER7E,2ZC2DSFBYNTZPCBPBG938JY7C1,E57Y2GV4MC5E9LKL1LYHT46BBQ,LBZKK6DQFV58MCPX8XGRSR7L9E,8OX5H2FP1N4KCJNE8CBSNJMQ71,Z3NTZ5VV7L4L47LEV9D7NVFW2Q
