ASSET_TYPE_ASSETID1,ASSET_TYPE_ASSETID2,ASSET_TYPE_ASSETID3,ASSET_TYPE_ASSETID4,ASSET_TYPE_ASSETID5,ASSET_TYPE_ASSETID6,ASSET_TYPE_ASSETID7,ASSET_TYPE_ASSETID8,ASSET_TYPE_ASSETID9,ASSET_TYPE_ASSETID10,ASSET_TYPE_ASSETID11,ASSET_TYPE_ASSETID12,ASSET_TYPE_ASSETID13,ASSET_TYPE_ASSETID14,ASSET_TYPE_ASSETID15
JCR88XKMRWRWKVQTS8RDZ35L54,R8BE56XESWCMNNHZ479Q99TCMM,TT98GLGJ7GLL5NJGSPO9WMFBW8,28E2472DO9FE5B63FLRHDXHS1Q,1LYSM5C7D4PXPMRLQ7LEFF61CO,NJBMGEKN27OWJHBCHMXHRN7GNE,TK6SC3VTFCL85MSMG5EPXF84HQ,P71DKBFNYSECKDX2B9PKS9S2N4,3B13SPRGSPM1WMBN3MTJQS6EJ4,RQODF7D8SNC58MB2FWG3ZX4J31,ED89DYKZL2BE2Y4W2WDEM9LEYQ,NJBMGEKN27OWJHBCHMXHRN7GNE,97JM8E4ODWYYQ87K7PLRES5G1Y,MLW5MMV72BTGBEDBBFH6COFCPE,DSOS589G6NNE29VPWJX9HR6WF8
