ASSET_ID,ASSET_ID1,ASSET_ID2,ASSET_ID3,ASSET_ID4,ASSET_ID5,ASSET_ID6
15O5LYNF4CPTLTY7VZ2TGK7LRE,5W6SYK2WOSZ3K8S4L5QVKCOOBQ,6R7G1KPNGV8QB38BZR45SL8FQY,NVTZGTCXPB4NPRHZWHE1252HS1,X667EN9XBYHNJ7CKE962B5FEW8,1GTT3PFZYVWY4PBP8T8PVPNOZ8,84WDRXWHYJOYPOJMVHT2LN4LG1
